URL,TITLE,METADESCRIPTION,KEYWORDS,SOCIALTAGS,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DESCRIPTION,LEVEL,ISVALID?http://open.umich.edu/education/,Find U-M Open Educational Resources | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/ssw/resources/michigan-journal-social-work/2010,Michigan Journal of Social Work and Social Welfare | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;social welfare;social work;social work journal;student journal,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/fordschool/pubpol671/winter2010,PubPol 671 - Policy and Management in the Nonprofit Sector | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;nonprofit;nonprofit organizations;nonprofit sector;philanthropy;policy,education;opencourseware;ocw;,PubPol 671 - Policy and Management in the Nonprofit Sector,University of Michigan; Ann Arbor,Free, Meets twice a week for 1.5 hours  ,No, Neel Hajra,The nonprofit sector has emerged as one of the cornerstones of American society; and yet remains very much a work in progress. The “third sector” faces unique and evolving pressures in areas such as social enterprise; philanthropy; mission focus; performance measurement; sector blur; and more., Graduate,?
http://open.umich.edu/education/umflint/education-tech,Technology in Education | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/mlibrary/merlot-michigan/2012,MERLOT@Michigan | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;educational;MELO;MERLOT;multimedia;online;teaching,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/engin/engr407/2009,ENGR 407 - Entrepreneurship Hour | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;emerging business models;engineering;entrepreneurship,education;opencourseware;ocw;,ENGR 407 - Entrepreneurship Hour,University of Michigan; Ann Arbor,Free,N/A,No, Doug Neal,This seminar series is designed to expose students to entrepreneurship through interaction with experienced entrepreneurs; business leaders; and venture capitalists as well as individuals involved in emerging business models; new venture creation; and technology commercialization., Undergraduate,?
http://open.umich.edu/education/sph/hmp607/fall2008,HMP 607 - Corporate Finance for Health Care Administrators | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;accounting;capital expenditures;corporate finance;finance;health care finance;health care management;hospital administration;investments,education;opencourseware;ocw;,HMP 607 - Corporate Finance for Health Care Administrators,University of Michigan; Ann Arbor,Free, Met twice a week for 14 weeks (1.5 hour sessions).,No, Jack Wheeler; Ph.D.,HMP 607 is the third in a three-course sequence intended to impart to generalist administrators the knowledge of finance and accounting necessary to manage health care organizations. The first course; HMP 608; covers financial accounting. The second course; HMP 606; focuses on managerial accounting topics., Graduate,?
http://open.umich.edu/education/med/resources/travel-medicine/2010,Problems in Travel Medicine | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;healthoernetwork;immunizations;malaria;travel medicine;traveler s diarrhea;vaccinations,education;opencourseware;ocw;,Problems in Travel Medicine,University of Michigan; Ann Arbor,Free, An interactive; case-based learning program,No, Cary Engleberg; M.D.; D.T.M.&H.,The purpose of this program is to teach the fundamental principles of Travel Medicine by solving a series of travel-related problems. The cases unfold with decision points where you will be required to make choices.,N/A,?
http://open.umich.edu/education/nursing/n536/summer2008,N 536 - Utilization of Nursing Research in Advanced Practice | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;advanced nursing practice;nursing;nursing research,education;opencourseware;ocw;,N 536 - Utilization of Nursing Research in Advanced Practice,N/A,N/A,N/A,N/A,N/A,The primary goal of this course is to promote an evidence-based approach to advanced nursing practice. Evidenced-based research findings for nursing practice will be evaluated in terms of racial; ethnic; and socioeconomic relevance.,N/A,?
http://open.umich.edu/education/lsa/coursera-fantasy-science-fiction/summer2012,English / Coursera - Fantasy and Science Fiction: The Human Mind; Our Modern World | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;english;Fantasy;Humanities;Science Fiction;Social Sciences,education;opencourseware;ocw;,English / Coursera - Fantasy and Science Fiction: The Human Mind; Our Modern World,University of Michigan; Ann Arbor,Free, 10 weeks,No, Erik Rabkin,Fantasy is a key term both in psychology and in the art and artifice of humanity. The things we make; including our stories; reflect; serve; and often shape our needs and desires., Undergraduate,?
http://open.umich.edu/education/engin/engr408/fall2009,ENGR 408 - Patent Law | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;copyright;engineering;entrepreneurship;invention;patent;patent law,education;opencourseware;ocw;,ENGR 408 - Patent Law,University of Michigan; Ann Arbor,Free,N/A,No, Jeffrey Schox,Inventors and entrepreneurs have four concerns related to patent law: protecting inventions during product development; determining invention patentability; avoiding infringement; and leveraging a patent as a business asset., Undergraduate,?
http://open.umich.edu/education/umflint/education-tech/edt585/winter2010,EDT 585: Open Pedagogy – A New Paradigm for Teaching and Learning | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;education;open content;open pedagogy;social media;technology in education,education;opencourseware;ocw;,EDT 585: Open Pedagogy – A New Paradigm for Teaching and Learning,University of Michigan; Ann Arbor,Free, Two semester online course,No, Garin Fons,The main objective of this course is to explore and critique the role of an open pedagogy in education. Participants will develop an understanding of the concept of open and explore its application in; primarily; the context of educational environments as well as use and assess emerging learning technologies and social media., Graduate,?
http://open.umich.edu/education/student-orgs-projects/cloning-fluorescent-gene/2010,Cloning a Fluorescent Gene | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;cloning;fluorescent gene;laboratory course;student resource,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/fordschool/pubpol688/fall2008,PubPol 688/SI 519 - Intellectual Property and Information Law | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;copyright;creative commons;fair use;intellectual property;law;privacy;terms of service;terms of use;trademark,education;opencourseware;ocw;,PubPol 688/SI 519 - Intellectual Property and Information Law,University of Michigan; Ann Arbor,Free, Three hour class - once a week,No, Bryce Pilz; J.D.,This class explores related and sometimes competing legal and policy frameworks for the development and dissemination of ideas and expression in the Information Age., Graduate,?
http://open.umich.edu/education/si/si532/winter2009,SI 532 / SI 732 - Digital Government 1: Information Technology and Democratic Politics | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;democratic politics;information technology;political practice;political theory;social theory,education;opencourseware;ocw;,SI 532 / SI 732 - Digital Government 1: Information Technology and Democratic Politics,University of Michigan; Ann Arbor,Free, 3 hour class - once a week,No, Steven J. Jackson,Course is the first in a two-part sequence exploring contemporary practices; challenges; and opportunities at the intersection of information technology and democratic governance., Graduate,?
http://open.umich.edu/education/med/med-mep/newborn-nursery-guide/2012,Newborn Nursery Teaching Attending Guide | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Billing;Clinical Coding;Coding;Direct Observation;External Exam;Faculty;Newborn;Newborn Infant;Nursery Teaching;Physical Examination;Physical Finding;Skin,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/m1/gi-liver/winter2009,Gastrointestinal & Liver | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;captions;digestion;digestive system;gastrointestinal;gastrointestinal physiology;GI tract;liver;medicine;Open Educational Resource;videos,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/student-orgs-projects/data-needs-assessment/2013,Data Needs Assessment | Open.Michigan,This course is for anyone who is interested in helping nonprofits with their data analysis needs. It s for introducing anyone interested in learning about data to the basics of conducting a data needs analysis. After taking this course; you ll be able to help a nonprofit assess its data needs; too!,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;A2 data dive;data needs assessment;p2pu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/umflint/intro-web-design/2012,Introduction to Web Design | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;adobe;css;dreamweaver;flash;html5;javascript;jquery;web design;web making,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/lsa/english367/fall2008,English 367 - Shakespeare s Principal Plays | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;comedy;english;history;literature;romance;shakespeare;tragedy,education;opencourseware;ocw;,English 367 - Shakespeare s Principal Plays,University of Michigan; Ann Arbor,Free,N/A,No, Ralph Williams,English 367 observes Shakespeare s exploration of family dynamics through a selection of history plays; comedies; tragedies; and romances; that span his career., Undergraduate,?
http://open.umich.edu/education/sph/epid757/summer2011,EPID 757 - Introduction to Systematic Reviews and Meta-Analyses | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;analysis;assessing variations;data extraction;evidence synthesis;meta-analyses;systematic review,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/proteome-commons,Proteome Commons | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Commons;data;proteomics;Protome;repository;Tranche,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/student-orgs/michigan-wikipedians/2012,Michigan Wikipedians | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;michigan wikipedians;wikipedia,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/lsa/history373/fall2011,History 373 - History of the American West | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;american cultural memory;American Culture;american west;expansionism;history;native north america,education;opencourseware;ocw;,History 373 - History of the American West,University of Michigan; Ann Arbor,Free, 1.5 hour class - twice a week,No, Michael Witgen,This course examines both the “place” and the “process” of the history of the U.S. West; a shifting region of Native North America that was the object first of Spanish; French; English; and then American expansionism; and finally as a distinct region with a unique relationship to the U.S., Undergraduate,?
http://open.umich.edu/education/med/m1/endo-repro/winter2008,Endocrine / Reproduction | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;endocrine;endocrine physiology;endocrine system;endocrinology;hormones;human reproduction;infertility;Open Educational Resource;reproductive anatomy;reproductive physiology;reproductive system,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/med-mep/osteoporosis/2010,Osteoporosis: Prevention and Treatment | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Adults;guidelines;Osteoporosis,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si533/winter2009,SI 533 - Digital Government 2: Information Technology and Democratic Administration | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;democratic politics;democrats;e-government;organizational theory;political practice;political theory;politics,education;opencourseware;ocw;,SI 533 - Digital Government 2: Information Technology and Democratic Administration,University of Michigan; Ann Arbor,Free, Three hour class - once a week,No, Steven J. Jackson,Course is the second of a two-part sequence exploring contemporary practices; challenges; and opportunities at the intersection of information technology and democratic governance., Graduate,?
http://open.umich.edu/education/lsa/honors352/fall2010,Honors 352 - Cyberscience: Computational Science and the Rise of the Fourth Paradigm | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;computing science;cyberinfrastructure;cyberscience;information technology;scientific computing,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/student-orgs-projects/science-art/2014,Science as Art | Open.Michigan,With support from a Strategic Initiatives Fund; the Science Learning Center (SLC) sponsored a Science as Art Contest for students. Link to contest winners: http://www.lsa.umich.edu/slc/events/scienceasart,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;ART;science;Science as Art contest;Science Learning Center;Strategic Learning Fund,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/surgical-excision-gynecology/2011,Surgical Excision of a Multi-Lobular; Recurrent; Bartholin Duct Cyst | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Bartholin duct;captions;cysts;gynecology;surgery;videos,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/student-orgs-projects/stem-society/2012,STEM Society | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/sph/health-disparities/fall2007,Measuring Health Disparities | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;health disparities;health disparity;measuring health disparity;public health;public health practice,education;opencourseware;ocw;,Measuring Health Disparities,University of Michigan; Ann Arbor,Free, This is a self-paced; interactive CD-ROM course. The complete Measuring Health Disparities course is available as a Windows executable download.,No, Sam Harper and John Lynch,Measuring Health Disparities is designed to be accessible to a broad audience of practitioners across all sectors of the public health workforce. In contains audio and interactive elements and focuses on some basic issues for public health practice - how to understand; define; and measure health disparity. The material is divided into four parts.,N/A,?
http://open.umich.edu/education/lsa/math679/fall2013,Math 679 - Elliptic Curves | Open.Michigan,Math 679 is a graduate level mathematics course whose purpose is to prove Mazur s theorem. Mazur s theorem is a well-known and important result; however it is not often taught in classroom settings. The course is divided into three parts: elliptic curves and abelian varieties; moduli of elliptic curves; and proof of Mazur’s theorem.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;abelian varieties;elliptic curves;mathematics;Mazur;moduli of elliptic curves;theorem,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si550/winter2010,SI 550 - Seminar on Information Policy | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;data security;information control;information environments;information policy;information science;intellectual property;privacy,education;opencourseware;ocw;,SI 550 - Seminar on Information Policy,University of Michigan; Ann Arbor,Free, Three hour class - once a week,No, Victor Rosenberg,This seminar provides students an opportunity to do in-depth research into an information policy topic of their interest. Students will gain an understanding of current United States Government Policy in areas involved with information and information technology. Policies are forming and changing daily., Graduate,?
http://open.umich.edu/education/med/med-mep/otitis/2007,Otitis Media in Children and Adults | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;Adults;Children;guidelines;medicine;Otitis Media;Pediatric Otolaryngology,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/si/si563/fall2008,SI 563 - Game Theory | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;bargaining;dominance;game theory;nash equilibrium;probability;problem solving;strategy,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/m1/immuno/winter2009,Immunology | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;antibodies;chemokines;cytokines;diabetes;histology;immune system;immunology;leukocytes;Open Educational Resource;virtual microscopy,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/lsa/physics140/fall2007,Physics 140 - General Physics 1 | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;acceleration;gravity;mechanics;momentum;motion;physics;vectors;velocity,education;opencourseware;ocw;,Physics 140 - General Physics 1,University of Michigan; Ann Arbor,Free,N/A,No, August Evrard,Physics 140 offers introduction to mechanics; the physics of motion., Undergraduate,?
http://open.umich.edu/education/student-orgs-projects/student-and-course-sponsored-oer-projects,Student and Course-sponsored OER Projects | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu,education;opencourseware;ocw;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
http://open.umich.edu/education/med/resources/eyes/2009,The Eyes Have It | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;eye anatomy;eye diseases;eye disorders;eyes;medicine;ophthalmology;vision care,education;opencourseware;ocw;,The Eyes Have It,University of Michigan; Ann Arbor,Free, An online interactive teaching and assessment program.,No, Jonathan Trobe; M.D.,The Eyes Have It is an interactive teaching and assessment program on vision care. The Instructional Mode provides an overview of the visual system and disorders of the eyes using photographs or captioned streaming videos supplemented with text. In Quiz Mode; users have a chance to test your knowledge and be scored.,N/A,?
http://open.umich.edu/education/lsa/physics-481/2012,PubPol/Physics 481 - National Science Policy in the 21st Century | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;physics;science policy,education;opencourseware;ocw;,PubPol/Physics 481 - National Science Policy in the 21st Century,University of Michigan; Ann Arbor,Free,N/A,No, James J Duderstadt,This lecture course aims to introduce students to how science and technology issues both shape and are shaped by public policy. Issues such as global climate change; energy sustainability; human genomics; and exponentially evolving technologies (e.g; info-; bio-; and nano-) are among the most challenging and complex facing contemporary society.,N/A,?
http://open.umich.edu/education/si/si575/fall2010,SI 575 - Community Information Corps Seminar | Open.Michigan,Open initiatives supporting free and open educational resources from the University of Michigan.,open;oer;ocw;education resources;course;materials;courseware;open courseware;dscribe;curriculum;open source;knowledge;health;health sciences;medical;medicine learning;global community fair;use itunes;u;educommons;michigan;university of michigan;umich;open.michigan;open.umich.edu;open.umich;open.michigan.edu;community engagement;community informatics;I4D;ICT4D;information for development;information society;public goods;social capital;social entrepreneurship;social impact,education;opencourseware;ocw;,SI 575 - Community Information Corps Seminar,University of Michigan; Ann Arbor,Free, Weekly 90-minute seminar,No, Dan Atkins; Faculty Coordinator Paul Edwards,This course brings together students and faculty who are engaged in diverse community and public interest work to hear from a wide range of fascinating guests and to engage in discussion around their expertise and experiences. Readings include those recommended by guests and a highly focused group of context-setting community informatics articles., Graduate,?
