URL,TITLE,METADESCRIPTION,KEYWORDS,SOCIALTAGS,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DECRIPTION,LEVEL,ISVALID?
https://redhoop.com/free-chemical-online-courses.html,'Free Chemical Online Courses','30 Free Online Chemical Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free Chemical Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/pluralsight-managing-hyper-v-using-vmwares-multi-hypervisor-manager-8023-2.html,'Online Course - Managing Hyper-V Using VMware s Multi-Hypervisor Manager','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 00:53:55.  Click to learn more and find similar courses.','Managing Hyper-V Using VMware s Multi-Hypervisor Manager; PluralSight; online Technology courses',N/A,'Online Course - Managing Hyper-V Using VMware s Multi-Hypervisor Manager',PluralSight,'Free Trial',0:53:55,Yes,'Jason Nash','This course is for vSphere administrators that are interested in also managing Microsoft s Hyper-V hypervisor using their existing management system. To get the most from this course you should have experience administering VMware vSphere environments; VCP certification; or equivalent experience and knowledge.',Intermediate,yes
https://redhoop.com/paid-mysql-online-courses.html,'Paid Mysql Online Courses','108 Paid Online Mysql Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Paid Mysql Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/udemy-programming-for-entrepreneurs-javascript-11148-2.html,'Online Course - Programming for Entrepreneurs - JavaScript','It s an online Technology course offered by Udemy. Price: Free. Duration: 2.5 hours.  Click to learn more and find similar courses.','Programming for Entrepreneurs - JavaScript; Udemy; online Technology courses',N/A,'Online Course - Programming for Entrepreneurs - JavaScript',Udemy,Free,'2.5 hours',Yes,'Pablo Farias Navarro','As an entrepreneur have you experienced any of the following symptoms? You have a great idea for a website; an app or a video game and you don’t have the coding skills or the money to hire a developer. You can’t move forward with your idea because you don’t have a technical co-founder and you don’t know how to code. If the answer is yes let me say that you are not alone. I work with many entrepreneurs and I hear these complaints every single week. The causes of this problem as: All startups; no matter their size and industry; need development. From a simple website that shows who they are and what they do; to more complex solutions such as mobile apps and information systems. Developer as expensive and scarce. But you probably know this already They say Programming is the new Math as it is an essential skill to get around nowadays and in the works that’s taking shape; but you weren’t taught how to program at school. At ZENVA; we’ve decided to tackle this problem and bring you a solution by creating our Programming for Entrepreneurs course series; aimed to give entrepreneurs the basic programming skills and knowledge so that they have higher chances of success with their business ideas. In Programming for Entrepreneurs – JavaScript we move on to the next step and teach you all the basics of the JavaScript language. JavaScript can be used to create things such as: Interactive websites Mobiles / TV apps Videogames Server-side applications In this course; we’ll cover the basics of the language and we’ll work though out a mini-project: an interactive prototype of a dating app.','Appropriate for all',yes
https://redhoop.com/paid-organization-online-courses.html,'Paid Organization Online Courses','804 Paid Online Organization Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Paid Organization Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/pluralsight-c11-language-features-11020-2.html,'Online Course - C++11 Language Features','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 03:21:51.  Click to learn more and find similar courses.','C++11 Language Features; PluralSight; online Technology courses',N/A,'Online Course - C++11 Language Features',PluralSight,'Free Trial',3:21:51,Yes,'Alex Korban','GCC 4.8 is the first version of the compiler to have complete support for all the C++ features added in the C++11 version of the standard. This course will provide you with detailed information about all of the changes made to the language since C++98/03 and their implementation in GCC.',Intermediate,yes
https://redhoop.com/udemy-how-to-optimise-your-linkedin-profile-13683-2.html,'Online Course - How to... optimise your LinkedIn profile','It s an online Business course offered by Udemy. Price: $37. Duration: 3 hours.  Click to learn more and find similar courses.','How to... optimise your LinkedIn profile; Udemy; online Business courses',N/A,'Online Course - How to... optimise your LinkedIn profile',Udemy,$37 ,'3 hours',Yes,'Karen Brown','Did you know that in 2012: 93pecentage of recruiters used LinkedIn to recruit for permanent and temporary jobs 77pecentage of all job openings were posted on LinkedIn and 48pecentage were ONLY posted there This means that if you are looking for work; then you need to leverage the power of LinkedIn. With 259 million users in 200 countries and in 20 languages; LinkedIn is THE social media channel for professionals. But; like any computer application; using it well is part art; part science. This course will take you through the core aspects of optimising your profile: systematically working through each section of your LinkedIn profile to make sure that it best reflects who you are and what you do making sure that your profile is found in search results by ensuring that it is 100pecentage complete. Think of this a SEO for your profile! providing you with a LinkedIn connection strategy so that when your profile appears in search results; it gets seen The course is made up of 49 modules that will take at least 2 hours to work through. So if you re looking for a job; and you want to use LinkedIn to find it; then this course will show you how to craft a killer profile.','Appropriate for all',yes
https://redhoop.com/udemy-elixir-a-history-of-water-and-humans-1199-2.html,'Online Course - Elixir: A History of Water and Humans','It s an online Humanities course offered by Udemy. Price: Free. Duration: 4 hours.  Click to learn more and find similar courses.','Elixir: A History of Water and Humans; Udemy; online Humanities courses',N/A,'Online Course - Elixir: A History of Water and Humans',Udemy,Free,'4 hours',Yes,'Brian Fagan','A Faculty Project Course - Best Professors Teaching the World Water. It caresses and comforts us; provides sustenance and refreshment; is something that humanity has cherished since the beginning of history; and means something different to everyone else. Yet the historical facts and information about water remains little known. Water tells the story of changing human relationships with water over the past 10;000 years and tries to answer some basic questions: How have human attitudes to water changed since people first began to manage their water supplies? What major events in the past have defined our present relationship to water; not as something revered; but treated as an anonymous commodity? Why are we now facing a global water crisis and what are prospects for the future? This is the story of gravity and human ingenuity; of irrigation and aqueducts; of humble farming villages; ancient cities; and the rise and fall of civilizations. We draw on archaeology and hydrology; on anthropology and ancient oral traditions; on classical literature and Islamic agriculture—on a broad array of scientific inquiries in many languages and in all parts of the world. Taking this course will make you look at water in an entirely new way.','Appropriate for all',yes
https://redhoop.com/free-china-online-courses.html,'Free China Online Courses','33 Free Online China Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free China Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/khan-academy-ancient-greece-14993-2.html,'Online Course - Ancient Greece','It s an online Education course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','Ancient Greece; Khan Academy; online Education courses',N/A,'Online Course - Ancient Greece','Khan Academy',Free,N/A,No,N/A,'The art of Ancient Greece and Rome is grounded in civic ideals and polytheism. Etruscan and Roman artists and architects accumulated and creatively adapted Greek objects and forms to create buildings and artworks that appealed to their tastes for eclecticism and historicism. Contextual information for ancient Greek and Roman art can be derived from contemporary literary; political; legal; and economic records as well as from archaeological excavations conducted from the mid-18th century onward. Etruscan art; by contrast; is illuminated primarily by modern archaeological record and by descriptions of contemporary external observers. By permission; © 2013 The College Board','Appropriate for all',yes
https://redhoop.com/udemy-create-a-user-registration-system-with-php-and-mysqli-8113-2.html,'Online Course - Create a User Registration System with PHP and MySQLi','It s an online Technology course offered by Udemy. Price: $29. Duration: 4.5 hours.  Click to learn more and find similar courses.','Create a User Registration System with PHP and MySQLi; Udemy; online Technology courses',N/A,'Online Course - Create a User Registration System with PHP and MySQLi',Udemy,$29 ,'4.5 hours',Yes,'Dr. Onaje Johnston','This course is meant as a follow up or complement to your prior PHP learning. You should know the basics of PHP and SQL or be in the process of learning how to use PHP with a database. It assumes you are familiar with the basic syntax of PHP; variables; functions; conditional structures etc. and how to create tables; insert; delete; and update records via SQL (Structured Query Language) in a MySQL database server via PHP.','Appropriate for all',yes
https://redhoop.com/lynda-create-your-first-online-store-with-magento-go-2755-2.html,'Online Course - Create Your First Online Store with Magento Go','It s an online Technology course offered by Lynda. Price: Free Trial. Duration: 1h 57m.  Click to learn more and find similar courses.','Create Your First Online Store with Magento Go; Lynda; online Technology courses',N/A,'Online Course - Create Your First Online Store with Magento Go',Lynda,'Free Trial','1h 57m',Yes,'Justin Seeley','Configuring a shopping cart for your business usually means working with a series of shifting parts. Magento Go helps merchants quickly and easily build a store to sell products and services online; with no software to install and configure and no servers to manage. In this course; author Justin Seeley shows how to use the robust set of tools in Magento Go to create; manage; and grow your online business. The course covers setting up products; product categories; tax settings; and shipping methods; creating payment methods with PayPal; Authorize.Net; and Google Checkout; customizing your store s pages and themes; and managing customer data and product ratings. Topics include: What is Magento Go? Creating a new store Working with the My Account dashboard Adding new products Setting up checkout options; taxes; and shipping methods Understanding payment gateways Changing page layouts Working with themes Using a custom domain name Processing orders Managing users and permissions Adding customer reviews',Beginner,yes
https://redhoop.com/google-online-courses.html,'Google Online Courses','451 Online Google Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Google Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/udemy-magento-scratch-open-your-first-shop-online-step-by-step-10528-2.html,'Online Course - MAGENTO scratch - Open your first Shop Online - step by step','It s an online Business course offered by Udemy. Price: $49. Duration: 5 hours.  Click to learn more and find similar courses.','MAGENTO scratch - Open your first Shop Online - step by step; Udemy; online Business courses',N/A,'Online Course - MAGENTO scratch - Open your first Shop Online - step by step',Udemy,$49 ,'5 hours',Yes,'Anthony Boezio','DO YOU WANT OPEN A SHOP ONLINE EASILY? MAKE MONEY SELLING PRODUCTS ONLINE? AND YOU DO NOT KNOW HOW TO DO IT? JOIN THIS COURSE AND MAKE YOUR FIRST ONLINE SHOP WITH MAGENTO ECOMMERCE! Why pay hundreds; if not thousands of dollars for MAGENTO ECOMMERCE training when you can receive high quality; interactive; web-based Magento training at a fraction of the cost? Introducing excellent; online MAGENTO training that allows you to learn at your pace without spending entire days at a time away from the office or your college. The course includes basic introductory lessons to MAGENTO e-commerce. You learn commands and techniques for store setup; Adding new products; create categories; Tax settings; Shipping methods; Payment methods; Changing page layouts; and more with MAGENTO with ease. You will become familiar with the Magento interface; Store customization; Adding pages to store; Adding products to the homepage; Managing your store; Processing orders; Paypal and others payments; Making store live! The course is presented via an intuitive; easy-to-use interface; allowing you to learn at your own pace. ARE YOU READY TO OPEN SHOP ONLINE NOW!! The course package: - 29 video tutorials (about 6.00 hours total) - 1 exercise tutorials: step by step; how create your store online - Videos available; 24 hours on 24 - Learn when you want (every day or week-end) - Open your first eCommerce website! The course outline: - What Is Magento ? - Installation - Lets Get Started - The Dashboard - Support online - team Magento - Store Setup - Add Item to Store - Add Category - Check Out Options - Tax Setting - Shipping Methods - Making Store Live - Payment Methods - Payment Options - Paypal Payment - Authorize.net Payment - Google Checkout - Adding Pages To Store - Changing Page Layout - Adding Link To NavBar - Adding Products to the Homepage - Themes - Using Custom Domain Name: URL - Processing orders - Managing customer database - Maintenance Mode - Managing Users and Permissions - Managing Store Search - Product ratings - Customer reviews','Appropriate for all',yes
https://redhoop.com/pluralsight-nginx-and-php-fundamentals-7750-2.html,'Online Course - Nginx and PHP Fundamentals','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 02:52:00.  Click to learn more and find similar courses.','Nginx and PHP Fundamentals; PluralSight; online Technology courses',N/A,'Online Course - Nginx and PHP Fundamentals',PluralSight,'Free Trial',2:52:00,Yes,'Elton Stoneman','PHP powers more dynamic Web content that any other platform; and Nginx is the fastest growing HTTP server on the Internet. In this course; you ll start from the ground up learning how to host static HTML and dynamic PHP sites in Nginx; and how to build websites in PHP that interact with the user; and integrate with cloud services like Windows Azure and Amazon AWS. The course takes a hands-on approach; migrating an ASP.NET MVC website to PHP; and you ll see performance and cost comparisons for the two stacks.',Intermediate,yes
https://redhoop.com/udemy-how-to-set-up-a-uk-limited-company-10842-2.html,'Online Course - How To Set Up A UK Limited Company','It s an online Business course offered by Udemy. Price: Free. Duration: 1 hour.  Click to learn more and find similar courses.','How To Set Up A UK Limited Company; Udemy; online Business courses',N/A,'Online Course - How To Set Up A UK Limited Company',Udemy,Free,'1 hour',Yes,'Paul Bryant','Do you have a great idea for a business? Do you want to start your business as a UK limited company? This course is all about getting you started by helping you setup a fully registered UK limited company. Whilst the thought of all the requirements and legal issues can be a daunting prospect; the fact is; it s much easier to set up a UK company than you probably think - even if you are not a UK resident! Anyone can form a UK limited company; all you need is a few minutes and an understanding of the requirements. Over 13 short lectures this course will show you: How to check if your business idea is viable The main types of company you can set up What details need to be provided and how to structure your company What you need to do after your company has been formed Because the course covers the before; during and after; you will have a complete understanding of how to start your company and feel much more confident about running your business. No previous experience is required and no technical or legal knowledge is necessary. We ll simply take you step-by-step through everything you need to take care of to get your business trading legally as a UK limited company.','Appropriate for all',yes
https://redhoop.com/khan-academy-china-14304-2.html,'Online Course - China','It s an online Other course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','China; Khan Academy; online Other courses',N/A,'Online Course - China','Khan Academy',Free,N/A,No,N/A,'Many products and technologies that were first developed in China—silk; porcelain; gunpowder; tea; paper; and woodblock printing—were much sought after by cultures far beyond its borders. In exchange the Chinese sought exotic goods; horses; and jade; as well as access to the sources of Buddhism.','Appropriate for all',yes
https://redhoop.com/paid-archaeology-online-courses.html,'Paid Archaeology Online Courses','1 Paid Online Archaeology Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Paid Archaeology Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/udemy-discover-how-to-generate-more-kick-butt-leads-thru-linkedin-739-2.html,'Online Course - Discover How to Generate More Kick-Butt Leads Thru LinkedIn','It s an online Business course offered by Udemy. Price: $47. Duration: 1 hour.  Click to learn more and find similar courses.','Discover How to Generate More Kick-Butt Leads Thru LinkedIn; Udemy; online Business courses',N/A,'Online Course - Discover How to Generate More Kick-Butt Leads Thru LinkedIn',Udemy,$47 ,'1 hour',Yes,'Ray Mills','“Learn Linkedin Tips and Tricks: Discover How You Can Increase Your Expert Status So That You Have Business Professionals Begging You For Your Services!  Doing So Will Help You Reach Professionals; Expand Your Brand; Build Strong Business Relationships; and Generate More Kick-Butt Leads For Your Business; Just By Using These Simple; Yet Easy Strategies Within LinkedIn...Starting Today!  It’s easy to jump on the LinkedIn bandwagon and use it the wrong way; and by doing so; lose out on high converting relationships for your business...or even get kicked out.  In this video series; you will learn how to use it the right way by providing value; and be seen as a true expert in your field. Take this Linkedin Tips and Tricks course and learn how to generate more Leads through Linkedin.</p>','Appropriate for all',yes
https://redhoop.com/code-school-coffeescript-14973-2.html,'Online Course - CoffeeScript','It s an online Technology course offered by Code School. Price: Subscription Click to learn more and find similar courses.','CoffeeScript; Code School; online Technology courses',N/A,'Online Course - CoffeeScript','Code School',Subscription,N/A,No,N/A,'Learn CoffeeScript; the powerful little language that compiles into JavaScript. Take a sip of our CoffeeScript tutorial and learn to get more done with less code.','Appropriate for all',yes
https://redhoop.com/pluralsight-vmware-vcloud-director-organizations-8032-2.html,'Online Course - VMware vCloud Director Organizations','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 03:52:12.  Click to learn more and find similar courses.','VMware vCloud Director Organizations; PluralSight; online Technology courses',N/A,'Online Course - VMware vCloud Director Organizations',PluralSight,'Free Trial',3:52:12,Yes,'Jake Robinson','This course will teach you how to manage vApps; virtual machines; and the Hybrid Cloud. You will also learn about Automation; tools using the vCloud API; and vCloud Director Networking. In order to get the most out of this course; you should have basic virtualization and networking knowledge. Whether you are an application owner; developer; hybrid cloud administrator; or even a vCloud Provider; vCloud Director Organizations is designed to give you the knowledge you need to be successful deploying applications within a vCloud Organization.',Intermediate,yes
https://redhoop.com/paid-javascript-online-courses.html,'Paid Javascript Online Courses','420 Paid Online Javascript Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Paid Javascript Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/pluralsight-mysql-workbench-guided-tour-13084-2.html,'Online Course - MySQL Workbench Guided Tour','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 01:52:57.  Click to learn more and find similar courses.','MySQL Workbench Guided Tour; PluralSight; online Technology courses',N/A,'Online Course - MySQL Workbench Guided Tour',PluralSight,'Free Trial',1:52:57,Yes,'Pinal Dave','A detailed exploration of MySQL Workbench; a unified visual tool for data modeling; SQL development; and comprehensive administration tools for MySQL. This course will guide you through maximizing the power of MySQL Workbench and getting productive quickly with MySQL.',Intermediate,yes
https://redhoop.com/pluralsight-agile-release-management-7122-2.html,'Online Course - Agile Release Management','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 01:32:08.  Click to learn more and find similar courses.','Agile Release Management; PluralSight; online Technology courses',N/A,'Online Course - Agile Release Management',PluralSight,'Free Trial',1:32:08,Yes,'Jan-Erik Sandberg','In this course you will learn how to establish a product life cycle using agile release management. You will be taken through all the necessary steps including transition from a less than agile world; enterprise and release planning; mapping of roles and stakeholder management. This course is targeted towards agile practitioners in managing roles.',Intermediate,yes
https://redhoop.com/khan-academy-chemical-reactions-stoichiometry-3202-2.html,'Online Course - Chemical reactions (stoichiometry)','It s an online Math and Science course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','Chemical reactions (stoichiometry); Khan Academy; online Math and Science courses',N/A,'Online Course - Chemical reactions (stoichiometry)','Khan Academy',Free,N/A,No,N/A,N/A,'Appropriate for all',yes
https://redhoop.com/productivity-online-courses.html,'Productivity Online Courses','1602 Online Productivity Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Productivity Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/free-analytics-online-courses.html,'Free Analytics Online Courses','42 Free Online Analytics Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free Analytics Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/free-productivity-online-courses.html,'Free Productivity Online Courses','172 Free Online Productivity Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free Productivity Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/khan-academy-stoichiometry-9456-2.html,'Online Course - Stoichiometry','It s an online Math and Science course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','Stoichiometry; Khan Academy; online Math and Science courses',N/A,'Online Course - Stoichiometry','Khan Academy',Free,N/A,No,N/A,'4E: Think about the concept of the  mole  and how we can use it to help us balance chemical reactions. By Sal.','Appropriate for all',yes
https://redhoop.com/udemy-introduction-to-management-840-2.html,'Online Course - Introduction to Management.','It s an online Business course offered by Udemy. Price: $20. Duration: 6 hours.  Click to learn more and find similar courses.','Introduction to Management.; Udemy; online Business courses',N/A,'Online Course - Introduction to Management.',Udemy,$20 ,'6 hours',Yes,'Daniel McCarty','This is a course for anyone who is or aspires to be a manager of any level.  This course will introduce the student to the basic aspects of managing; and is structured around the key management functions of planning; organizing; leading and control.  This course will teach you the skills needed to become an effective and efficient manager. It is taught by an ex-CEO; who know of what he speaks.','Appropriate for all',yes
https://redhoop.com/pluralsight-mysql-fundamentals-6979-2.html,'Online Course - MySQL Fundamentals','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 02:37:32.  Click to learn more and find similar courses.','MySQL Fundamentals; PluralSight; online Technology courses',N/A,'Online Course - MySQL Fundamentals',PluralSight,'Free Trial',2:37:32,Yes,'Pinal Dave','MySQL is a popular choice of database for use in web applications; and is a central component of the widely used LAMP open source web application software stack. This course covers the fundamentals of MySQL; including how to install MySQL as well as write basic data retrieval and data modification queries.',Intermediate,yes
https://redhoop.com/pluralsight-javascript-fundamentals-6936-2.html,'Online Course - JavaScript Fundamentals','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 02:53:31.  Click to learn more and find similar courses.','JavaScript Fundamentals; PluralSight; online Technology courses',N/A,'Online Course - JavaScript Fundamentals',PluralSight,'Free Trial',2:53:31,Yes,'Liam McLennan','This course introduces JavaScript by examining each aspect of the language in detail. Learn how to get the most from the language of the web.',Beginner,yes
https://redhoop.com/creativelive-making-your-workflow-flow-6286-2.html,'Online Course - Making Your Workflow Flow','It s an online Arts and Photography course offered by creativeLIVE. Price: $29 Click to learn more and find similar courses.','Making Your Workflow Flow; creativeLIVE; online Arts and Photography courses',N/A,'Online Course - Making Your Workflow Flow',creativeLIVE,$29 ,N/A,No,'Kevin Kubota','Use organization when and where it counts: before you become disorganized. Set up folder templates and client tracking systems. Create starter presets to use in your Lightroom workflow; making you stupendously faster. Then use Lightroom for super fast editing and organizing. Trim the fat from your workflow!','Appropriate for all',yes
https://redhoop.com/pluralsight-introduction-to-visual-studio-2010-part-1-7195-2.html,'Online Course - Introduction to Visual Studio 2010 - Part 1','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 04:37:53.  Click to learn more and find similar courses.','Introduction to Visual Studio 2010 - Part 1; PluralSight; online Technology courses',N/A,'Online Course - Introduction to Visual Studio 2010 - Part 1',PluralSight,'Free Trial',4:37:53,Yes,'Kate Gregory','Visual Studio 2010 is a huge and complex product. This course explains how projects and solutions are organized; how to use Visual Studio for a variety of common tasks; and how to be productive no matter the language or technology you re targeting. Code-writing features including finding and navigating in code; customizing your settings; and fixing compiler errors are supplemented with coverage of the designers shipped with Visual Studio; some helpful extensions; and productivity boosters like IntelliSense and refactoring.',Beginner,yes
https://redhoop.com/american-online-courses.html,'American Online Courses','126 Online American Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'American Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/literacy-online-courses.html,'Literacy Online Courses','42 Online Literacy Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Literacy Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/khan-academy-foreign-exchange-and-trade-3285-2.html,'Online Course - Foreign exchange and trade','It s an online Business course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','Foreign exchange and trade; Khan Academy; online Business courses',N/A,'Online Course - Foreign exchange and trade','Khan Academy',Free,N/A,No,N/A,'This tutorial walks through how China s undervaluing of its currency impacts trade and prices (which also fuels cheap borrowing for the U.S.).','Appropriate for all',yes
https://redhoop.com/paid-legal-online-courses.html,'Paid Legal Online Courses','71 Paid Online Legal Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Paid Legal Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/tuts-whats-new-in-php-5805-2.html,'Online Course - What’s New in PHP?','It s an online Technology course offered by Tuts+. Price: Subscription Click to learn more and find similar courses.','What’s New in PHP?; Tuts+; online Technology courses',N/A,'Online Course - What’s New in PHP?',Tuts+,Subscription,N/A,No,'Radoslaw Benkel','In this living course; we’ll keep you posted on the latest additions to each release of PHP. Most recently; we covered the newest updates to PHP 5.5. 27 LessonsView Course','Appropriate for all',yes
https://redhoop.com/udemy-learn-the-basics-of-how-to-setup-an-ecommerce-store-4255-2.html,'Online Course - Learn the basics of how to Setup an Ecommerce Store.','It s an online Business course offered by Udemy. Price: $9. Duration: 2 hours.  Click to learn more and find similar courses.','Learn the basics of how to Setup an Ecommerce Store.; Udemy; online Business courses',N/A,'Online Course - Learn the basics of how to Setup an Ecommerce Store.',Udemy,$9 ,'2 hours',Yes,'drs. ing. Nico Bijl','This course teaches you how to build an eCommerce store in 1 hour. No technical expertise is needed; and the course is based on free open source software called Magento.  During the course you will learn about how to setup your online store step by step. If you follow the training you can earn up to €3;4K a month extra within a year; while only spending 1 hour each day on your store. Sounds impossible? I did this myself so I know it works...actually it is pretty easy to be honest. What are you waiting for? Get started and signup for the course right now! In order to follow along with the course; signup for the free trail of Magento go here','Appropriate for all',yes
https://redhoop.com/free-google-online-courses.html,'Free Google Online Courses','63 Free Online Google Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free Google Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/udemy-magento-crea-tu-tienda-virtual-paso-a-paso-12023-2.html,'Online Course - Magento - Crea tu Tienda Virtual paso a paso','It s an online Technology course offered by Udemy. Price: $29. Duration: 1.5 hours.  Click to learn more and find similar courses.','Magento - Crea tu Tienda Virtual paso a paso; Udemy; online Technology courses',N/A,'Online Course - Magento - Crea tu Tienda Virtual paso a paso',Udemy,$29 ,'1.5 hours',Yes,'Ivan Rojas','Les saluda Ivan Rojas; co-fundador de PaginasWeb.pe; uno de los nombres comerciales de nuestra empresa iniciada en Miami y actualmente en Lima. La idea de este curso es enseñarles a crear una tienda virtual con la plataforma más robusta y aun gratis: Magento. Te enseñaré paso a paso como comprar tu primer dominio; configurarlo; crear tus correos corporativos en la nube; instalar Magento; configurarlo y administrarlo. Esta descripción irá cambiando con el tiempo; conforme más alumnos se vayan inscribiendo; añadiré mas videos y de la misma manera irá subiendo el precio paulatinamente; asi que si estas pensando seriamente en crear y tener tu propia tienda en internet; esta es tu oportunidad de comprarlo al precio mas bajo. Los invito a añadirme en Google+; siempre escribimos artículos de inters para aquellos que desean tener su propia tienda virtual.','Appropriate for all',yes
https://redhoop.com/lynda-setting-up-php-5-for-windows-with-apache-or-iis-2334-2.html,'Online Course - Setting Up PHP 5 for Windows with Apache or IIS','It s an online Technology course offered by Lynda. Price: Free Trial. Duration: 17m 14s.  Click to learn more and find similar courses.','Setting Up PHP 5 for Windows with Apache or IIS; Lynda; online Technology courses',N/A,'Online Course - Setting Up PHP 5 for Windows with Apache or IIS',Lynda,'Free Trial','17m 14s',Yes,'Kevin Yank','In this title; Kevin Yank; author of the book Build Your Own Database Driven Website Using PHP and MySQL; explains how to set up a complete web server on Windows. The training covers PHP 5; as well as the Apache web server and IIS. Targeted toward those new to web programming and experienced programmers alike; this tutorial; published by SitePoint; is a thorough guide to setting up PHP 5 and Apache or IIS on Windows. Topics include: Downloading and installing PHP and Apache Creating and modifying a PHP configuration file Configuring IIS for use with PHP Configuring Apache for use with PHP Creating a PHP script to test if the applications are installed correctly',Intermediate,yes
https://redhoop.com/udemy-mastering-microsoft-word-2013-for-lawyers-training-tutorial-11112-2.html,'Online Course - Mastering Microsoft Word 2013 for Lawyers Training Tutorial','It s an online Technology course offered by Udemy. Price: $9. Duration: 1.5 hours.  Click to learn more and find similar courses.','Mastering Microsoft Word 2013 for Lawyers Training Tutorial; Udemy; online Technology courses',N/A,'Online Course - Mastering Microsoft Word 2013 for Lawyers Training Tutorial',Udemy,$9 ,'1.5 hours',Yes,'TeachUcomp; Inc.','When it comes to Microsoft Office programs; law firms have unique needs. This Word training course includes training specific to the practice of law. You will learn how to perform legal reviews; create citations and authorities and use legal templates. Mastering Word for Lawyers Made Easy features 19 video lessons with 1 hour of instruction. Watch; listen and learn as your expert instructor guides you through each lesson step-by-step. During this media-rich learning experience; you will see each function performed just as if your instructor were there with you. Reinforce your learning with the text of our printable classroom instruction manual; additional images and practice exercises.','Appropriate for all',yes
https://redhoop.com/paid-china-online-courses.html,'Paid China Online Courses','16 Paid Online China Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Paid China Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/free-literacy-online-courses.html,'Free Literacy Online Courses','23 Free Online Literacy Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free Literacy Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
